%
%
% Run:000   Table:buoys             SWASH version: 7.01
%
%       Tsec          Watlev        Vmag     
%       [s]           [m]           [m/s]    
%
 234900.00000        0.3936      0.161078 
 234900.00000        0.4010      0.085680 
 234900.00000        0.4035      0.000000 
 235200.00000        0.3418      0.215653 
 235200.00000        0.3309      0.160034 
 235200.00000        0.3238      0.085185 
 235200.00000        0.3215      0.000000 
 235500.00000        0.3003      0.195767 
 235500.00000        0.2716      0.143334 
 235500.00000        0.2515      0.076321 
 235500.00000        0.2445      0.000000 
 235800.00000        0.2582      0.163470 
 235800.00000        0.2197      0.115190 
 235800.00000        0.1908      0.060190 
 235800.00000        0.1800      0.000000 
 236100.00000        0.2158      0.126564 
 236100.00000        0.1760      0.082156 
 236100.00000        0.1453      0.040250 
 236100.00000        0.1336      0.000000 
 236400.00000        0.1731      0.092348 
 236400.00000        0.1401      0.051657 
 236400.00000        0.1156      0.022005 
 236400.00000        0.1065      0.000000 
 236700.00000        0.1302      0.067760 
 236700.00000        0.1115      0.030432 
 236700.00000        0.0985      0.010148 
 236700.00000        0.0940      0.000000 
 237000.00000        0.0872      0.058972 
 237000.00000        0.0878      0.023122 
 237000.00000        0.0883      0.006524 
 237000.00000        0.0887      0.000000 
 237300.00000        0.0439      0.068958 
 237300.00000        0.0642      0.031312 
 237300.00000        0.0780      0.010981 
 237300.00000        0.0827      0.000000 
 237600.00000        0.0006      0.095387 
 237600.00000        0.0357      0.053246 
 237600.00000        0.0605      0.022880 
 237600.00000        0.0692      0.000000 
 237900.00000       -0.0430      0.131675 
 237900.00000       -0.0008      0.084254 
 237900.00000        0.0303      0.040626 
 237900.00000        0.0417      0.000000 
 238200.00000       -0.0865      0.170065 
 238200.00000       -0.0457      0.117746 
 238200.00000       -0.0153      0.060449 
 238200.00000       -0.0039      0.000000 
 238500.00000       -0.1300      0.203332 
 238500.00000       -0.0983      0.146631 
 238500.00000       -0.0754      0.077283 
 238500.00000       -0.0671      0.000000 
 238800.00000       -0.1734      0.224782 
 238800.00000       -0.1575      0.164917 
 238800.00000       -0.1463      0.087367 
 238800.00000       -0.1425      0.000000 
 239100.00000       -0.2165      0.229262 
 239100.00000       -0.2201      0.168958 
 239100.00000       -0.2221      0.089480 
 239100.00000       -0.2227      0.000000 
 239400.00000       -0.2592      0.215563 
 239400.00000       -0.2811      0.158078 
 239400.00000       -0.2958      0.083836 
 239400.00000       -0.3007      0.000000 
 239700.00000       -0.3013      0.187328 
 239700.00000       -0.3361      0.134616 
 239700.00000       -0.3610      0.071047 
 239700.00000       -0.3699      0.000000 
 240000.00000       -0.3427      0.151084 
 240000.00000       -0.3831      0.103380 
 240000.00000       -0.4133      0.052902 
 240000.00000       -0.4247      0.000000 
 240300.00000       -0.3833      0.113636 
 240300.00000       -0.4218      0.070603 
 240300.00000       -0.4507      0.033299 
 240300.00000       -0.4615      0.000000 
 240600.00000       -0.4231      0.081172 
 240600.00000       -0.4528      0.042665 
 240600.00000       -0.4740      0.017059 
 240600.00000       -0.4816      0.000000 
 240900.00000       -0.4620      0.059498 
 240900.00000       -0.4770      0.024847 
 240900.00000       -0.4869      0.007487 
 240900.00000       -0.4901      0.000000 
 241200.00000       -0.5000      0.053209 
 241200.00000       -0.4971      0.020303 
 241200.00000       -0.4947      0.005449 
 241200.00000       -0.4938      0.000000 
 241500.00000       -0.5370      0.063543 
 241500.00000       -0.5174      0.029448 
 241500.00000       -0.5036      0.010512 
 241500.00000       -0.4989      0.000000 
 241800.00000       -0.5731      0.087239 
 241800.00000       -0.5419      0.049931 
 241800.00000       -0.5193      0.021898 
 241800.00000       -0.5112      0.000000 
 242100.00000       -0.6082      0.118015 
 242100.00000       -0.5727      0.077136 
 242100.00000       -0.5458      0.037800 
 242100.00000       -0.5358      0.000000 
 242400.00000       -0.6423      0.149074 
 242400.00000       -0.6096      0.105096 
 242400.00000       -0.5848      0.054605 
 242400.00000       -0.5754      0.000000 
 242700.00000       -0.6752      0.174219 
 242700.00000       -0.6521      0.127717 
 242700.00000       -0.6349      0.067958 
 242700.00000       -0.6287      0.000000 
 243000.00000       -0.7070      0.187833 
 243000.00000       -0.6988      0.140062 
 243000.00000       -0.6927      0.074861 
 243000.00000       -0.6906      0.000000 
 243300.00000       -0.7374      0.185846 
 243300.00000       -0.7469      0.139299 
 243300.00000       -0.7528      0.074462 
 243300.00000       -0.7548      0.000000 
 243600.00000       -0.7665      0.167637 
 243600.00000       -0.7923      0.125160 
 243600.00000       -0.8094      0.067070 
 243600.00000       -0.8153      0.000000 
 243900.00000       -0.7940      0.136634 
 243900.00000       -0.8311      0.099922 
 243900.00000       -0.8572      0.053354 
 243900.00000       -0.8665      0.000000 
 244200.00000       -0.8198      0.098669 
 244200.00000       -0.8616      0.067937 
 244200.00000       -0.8923      0.034987 
 244200.00000       -0.9037      0.000000 
 244500.00000       -0.8440      0.059827 
 244500.00000       -0.8839      0.034740 
 244500.00000       -0.9132      0.015400 
 244500.00000       -0.9241      0.000000 
 244800.00000       -0.8665      0.025627 
 244800.00000       -0.8983      0.006001 
 244800.00000       -0.9206      0.001150 
 244800.00000       -0.9286      0.000000 
 245100.00000       -0.8873      0.001200 
 245100.00000       -0.9057      0.013537 
 245100.00000       -0.9176      0.011613 
 245100.00000       -0.9215      0.000000 
 245400.00000       -0.9064      0.009291 
 245400.00000       -0.9084      0.020934 
 245400.00000       -0.9089      0.015064 
 245400.00000       -0.9088      0.000000 
 245700.00000       -0.9237      0.004387 
 245700.00000       -0.9100      0.015612 
 245700.00000       -0.8998      0.011875 
 245700.00000       -0.8962      0.000000 
 246000.00000       -0.9393      0.013464 
 246000.00000       -0.9142      0.000555 
 246000.00000       -0.8955      0.002772 
 246000.00000       -0.8888      0.000000 
 246300.00000       -0.9533      0.038832 
 246300.00000       -0.9231      0.023614 
 246300.00000       -0.8999      0.010774 
 246300.00000       -0.8912      0.000000 
 246600.00000       -0.9655      0.065467 
 246600.00000       -0.9370      0.048268 
 246600.00000       -0.9148      0.025762 
 246600.00000       -0.9063      0.000000 
 246900.00000       -0.9760      0.087595 
 246900.00000       -0.9554      0.068901 
 246900.00000       -0.9395      0.038231 
 246900.00000       -0.9336      0.000000 
 247200.00000       -0.9847      0.099998 
 247200.00000       -0.9772      0.080711 
 247200.00000       -0.9713      0.045050 
 247200.00000       -0.9693      0.000000 
 247500.00000       -0.9916      0.098550 
 247500.00000       -1.0003      0.080638 
 247500.00000       -1.0057      0.045022 
 247500.00000       -1.0076      0.000000 
 247800.00000       -0.9966      0.081804 
 247800.00000       -1.0211      0.067897 
 247800.00000       -1.0373      0.038305 
 247800.00000       -1.0429      0.000000 
 248100.00000       -0.9996      0.052040 
 248100.00000       -1.0360      0.044071 
 248100.00000       -1.0612      0.025496 
 248100.00000       -1.0700      0.000000 
 248400.00000       -1.0007      0.014324 
 248400.00000       -1.0428      0.012819 
 248400.00000       -1.0733      0.007864 
 248400.00000       -1.0845      0.000000 
 248700.00000       -0.9997      0.025487 
 248700.00000       -1.0412      0.020831 
 248700.00000       -1.0716      0.011808 
 248700.00000       -1.0829      0.000000 
 249000.00000       -0.9968      0.061953 
 249000.00000       -1.0316      0.051422 
 249000.00000       -1.0563      0.029550 
 249000.00000       -1.0652      0.000000 
 249300.00000       -0.9918      0.090067 
 249300.00000       -1.0147      0.074056 
 249300.00000       -1.0296      0.041924 
 249300.00000       -1.0346      0.000000 
 249600.00000       -0.9849      0.105421 
 249600.00000       -0.9921      0.085296 
 249600.00000       -0.9957      0.047414 
 249600.00000       -0.9967      0.000000 
 249900.00000       -0.9762      0.105576 
 249900.00000       -0.9671      0.083846 
 249900.00000       -0.9598      0.046126 
 249900.00000       -0.9571      0.000000 
 250200.00000       -0.9656      0.091625 
 250200.00000       -0.9434      0.070805 
 250200.00000       -0.9270      0.038728 
 250200.00000       -0.9211      0.000000 
 250500.00000       -0.9533      0.068135 
 250500.00000       -0.9239      0.049473 
 250500.00000       -0.9017      0.026368 
 250500.00000       -0.8934      0.000000 
 250800.00000       -0.9392      0.041266 
 250800.00000       -0.9095      0.024767 
 250800.00000       -0.8865      0.011488 
 250800.00000       -0.8777      0.000000 
 251100.00000       -0.9235      0.017018 
 251100.00000       -0.8998      0.002300 
 251100.00000       -0.8816      0.002149 
 251100.00000       -0.8748      0.000000 
 251400.00000       -0.9061      0.000804 
 251400.00000       -0.8940      0.012740 
 251400.00000       -0.8850      0.010955 
 251400.00000       -0.8818      0.000000 
 251700.00000       -0.8871      0.002767 
 251700.00000       -0.8905      0.016634 
 251700.00000       -0.8926      0.013054 
 251700.00000       -0.8935      0.000000 
 252000.00000       -0.8663      0.008802 
 252000.00000       -0.8860      0.007828 
 252000.00000       -0.8993      0.008281 
 252000.00000       -0.9039      0.000000 
 252300.00000       -0.8439      0.034433 
 252300.00000       -0.8769      0.012786 
 252300.00000       -0.8996      0.002807 
 252300.00000       -0.9076      0.000000 
 252600.00000       -0.8198      0.069651 
 252600.00000       -0.8601      0.042025 
 252600.00000       -0.8892      0.019156 
 252600.00000       -0.8998      0.000000 
 252900.00000       -0.7940      0.108434 
 252900.00000       -0.8350      0.075001 
 252900.00000       -0.8652      0.038384 
 252900.00000       -0.8764      0.000000 
 253200.00000       -0.7666      0.144891 
 253200.00000       -0.8017      0.106046 
 253200.00000       -0.8271      0.056603 
 253200.00000       -0.8364      0.000000 
 253500.00000       -0.7377      0.173644 
 253500.00000       -0.7612      0.129764 
 253500.00000       -0.7769      0.069887 
 253500.00000       -0.7823      0.000000 
 253800.00000       -0.7073      0.189830 
 253800.00000       -0.7147      0.142070 
 253800.00000       -0.7186      0.076053 
 253800.00000       -0.7196      0.000000 
 254100.00000       -0.6755      0.190203 
 254100.00000       -0.6655      0.141013 
 254100.00000       -0.6576      0.074896 
 254100.00000       -0.6546      0.000000 
 254400.00000       -0.6424      0.174979 
 254400.00000       -0.6176      0.127222 
 254400.00000       -0.5996      0.067102 
 254400.00000       -0.5932      0.000000 
 254700.00000       -0.6082      0.148372 
 254700.00000       -0.5746      0.103821 
 254700.00000       -0.5498      0.053799 
 254700.00000       -0.5408      0.000000 
 255000.00000       -0.5730      0.116933 
 255000.00000       -0.5380      0.075877 
 255000.00000       -0.5115      0.037318 
 255000.00000       -0.5016      0.000000 
 255300.00000       -0.5368      0.087369 
 255300.00000       -0.5074      0.049452 
 255300.00000       -0.4854      0.021529 
 255300.00000       -0.4772      0.000000 
 255600.00000       -0.4997      0.065708 
 255600.00000       -0.4822      0.030352 
 255600.00000       -0.4697      0.010481 
 255600.00000       -0.4653      0.000000 
 255900.00000       -0.4617      0.057110 
 255900.00000       -0.4606      0.022892 
 255900.00000       -0.4600      0.006539 
 255900.00000       -0.4600      0.000000 
 256200.00000       -0.4229      0.064605 
 256200.00000       -0.4392      0.029021 
 256200.00000       -0.4506      0.010050 
 256200.00000       -0.4547      0.000000 
 256500.00000       -0.3832      0.087356 
 256500.00000       -0.4139      0.047933 
 256500.00000       -0.4356      0.020379 
 256500.00000       -0.4432      0.000000 
 256800.00000       -0.3426      0.120606 
 256800.00000       -0.3813      0.076189 
 256800.00000       -0.4096      0.036321 
 256800.00000       -0.4200      0.000000 
 257100.00000       -0.3013      0.157636 
 257100.00000       -0.3404      0.108372 
 257100.00000       -0.3697      0.055268 
 257100.00000       -0.3807      0.000000 
 257400.00000       -0.2593      0.191796 
 257400.00000       -0.2915      0.138151 
 257400.00000       -0.3152      0.072947 
 257400.00000       -0.3240      0.000000 
 257700.00000       -0.2168      0.217069 
 257700.00000       -0.2357      0.159540 
 257700.00000       -0.2485      0.085035 
 257700.00000       -0.2529      0.000000 
 258000.00000       -0.1737      0.228147 
 258000.00000       -0.1748      0.168108 
 258000.00000       -0.1745      0.089199 
 258000.00000       -0.1740      0.000000 
 258300.00000       -0.1303      0.221744 
 258300.00000       -0.1125      0.161966 
 258300.00000       -0.0994      0.085344 
 258300.00000       -0.0946      0.000000 
 258600.00000       -0.0866      0.198669 
 258600.00000       -0.0535      0.142238 
 258600.00000       -0.0300      0.074387 
 258600.00000       -0.0216      0.000000 
 258900.00000       -0.0430      0.164249 
 258900.00000       -0.0018      0.112892 
 258900.00000        0.0281      0.057832 
 258900.00000        0.0390      0.000000 
 259200.00000        0.0006      0.126179 
 259200.00000        0.0414      0.079992 
 259200.00000        0.0715      0.038636 
 259200.00000        0.0827      0.000000 
 259500.00000        0.0441      0.092029 
 259500.00000        0.0766      0.050480 
 259500.00000        0.1001      0.021329 
 259500.00000        0.1087      0.000000 
 259800.00000        0.0874      0.068428 
 259800.00000        0.1050      0.030627 
 259800.00000        0.1169      0.010188 
 259800.00000        0.1209      0.000000 
 260100.00000        0.1305      0.060630 
 260100.00000        0.1291      0.024623 
 260100.00000        0.1274      0.007269 
 260100.00000        0.1266      0.000000 
 260400.00000        0.1733      0.070801 
 260400.00000        0.1532      0.033678 
 260400.00000        0.1388      0.012477 
 260400.00000        0.1336      0.000000 
 260700.00000        0.2159      0.096367 
 260700.00000        0.1822      0.055757 
 260700.00000        0.1578      0.024783 
 260700.00000        0.1490      0.000000 
 261000.00000        0.2582      0.130769 
 261000.00000        0.2191      0.085961 
 261000.00000        0.1897      0.042281 
 261000.00000        0.1787      0.000000 
 261300.00000        0.3001      0.166116 
 261300.00000        0.2643      0.117542 
 261300.00000        0.2369      0.061239 
 261300.00000        0.2265      0.000000 
 261600.00000        0.3416      0.195108 
 261600.00000        0.3167      0.143323 
 261600.00000        0.2985      0.076557 
 261600.00000        0.2919      0.000000 
 261900.00000        0.3825      0.211324 
 261900.00000        0.3750      0.157227 
 261900.00000        0.3704      0.084158 
 261900.00000        0.3691      0.000000 
 262200.00000        0.4228      0.209782 
 262200.00000        0.4359      0.155624 
 262200.00000        0.4458      0.082718 
 262200.00000        0.4495      0.000000 
 262500.00000        0.4623      0.189054 
 262500.00000        0.4944      0.138236 
 262500.00000        0.5169      0.072971 
 262500.00000        0.5249      0.000000 
 262800.00000        0.5007      0.153040 
 262800.00000        0.5451      0.108263 
 262800.00000        0.5765      0.056409 
 262800.00000        0.5878      0.000000 
 263100.00000        0.5380      0.109769 
 263100.00000        0.5853      0.071752 
 263100.00000        0.6196      0.035590 
 263100.00000        0.6323      0.000000 
 263400.00000        0.5742      0.068170 
 263400.00000        0.6150      0.036332 
 263400.00000        0.6447      0.014951 
 263400.00000        0.6556      0.000000 
 263700.00000        0.6092      0.036088 
 263700.00000        0.6356      0.009476 
 263700.00000        0.6540      0.000359 
 263700.00000        0.6605      0.000000 
 264000.00000        0.6429      0.019853 
 264000.00000        0.6496      0.003284 
 264000.00000        0.6533      0.007033 
 264000.00000        0.6544      0.000000 
 264300.00000        0.6754      0.022986 
 264300.00000        0.6611      0.000375 
 264300.00000        0.6504      0.004566 
 264300.00000        0.6465      0.000000 
 264600.00000        0.7066      0.044078 
 264600.00000        0.6758      0.019070 
 264600.00000        0.6533      0.005951 
 264600.00000        0.6452      0.000000 
 264900.00000        0.7367      0.076699 
 264900.00000        0.6978      0.048001 
 264900.00000        0.6685      0.022602 
 264900.00000        0.6576      0.000000 
 265200.00000        0.7655      0.112083 
 265200.00000        0.7282      0.079999 
 265200.00000        0.6995      0.041806 
 265200.00000        0.6886      0.000000 
 265500.00000        0.7929      0.141881 
 265500.00000        0.7662      0.107124 
 265500.00000        0.7460      0.058202 
 265500.00000        0.7385      0.000000 
 265800.00000        0.8190      0.158963 
 265800.00000        0.8098      0.122425 
 265800.00000        0.8037      0.066911 
 265800.00000        0.8017      0.000000 
 266100.00000        0.8436      0.157760 
 266100.00000        0.8561      0.121536 
 266100.00000        0.8655      0.065927 
 266100.00000        0.8691      0.000000 
 266400.00000        0.8666      0.136214 
 266400.00000        0.8996      0.103754 
 266400.00000        0.9227      0.055915 
 266400.00000        0.9309      0.000000 
 266700.00000        0.8878      0.097945 
 266700.00000        0.9346      0.072266 
 266700.00000        0.9674      0.038613 
 266700.00000        0.9791      0.000000 
 267000.00000        0.9071      0.051442 
 267000.00000        0.9575      0.033457 
 267000.00000        0.9938      0.016697 
 267000.00000        1.0071      0.000000 
 267300.00000        0.9246      0.006507 
 267300.00000        0.9684      0.004506 
 267300.00000        1.0002      0.005306 
 267300.00000        1.0120      0.000000 
 267600.00000        0.9402      0.028353 
 267600.00000        0.9690      0.033587 
 267600.00000        0.9891      0.021932 
 267600.00000        0.9963      0.000000 
 267900.00000        0.9539      0.046537 
 267900.00000        0.9620      0.047860 
 267900.00000        0.9667      0.029469 
 267900.00000        0.9682      0.000000 
 268200.00000        0.9657      0.044462 
 268200.00000        0.9519      0.044893 
 268200.00000        0.9415      0.027302 
 268200.00000        0.9377      0.000000 
 268500.00000        0.9758      0.023660 
 268500.00000        0.9448      0.026256 
 268500.00000        0.9221      0.016739 
 268500.00000        0.9140      0.000000 
 268800.00000        0.9842      0.009015 
 268800.00000        0.9450      0.002870 
 268800.00000        0.9155      0.000025 
 268800.00000        0.9045      0.000000 
 269100.00000        0.9909      0.044212 
 269100.00000        0.9537      0.034880 
 269100.00000        0.9250      0.019244 
 269100.00000        0.9140      0.000000 
 269400.00000        0.9958      0.073154 
 269400.00000        0.9699      0.061499 
 269400.00000        0.9500      0.035430 
 269400.00000        0.9426      0.000000 
 269700.00000        0.9989      0.088610 
 269700.00000        0.9913      0.075662 
 269700.00000        0.9860      0.043586 
 269700.00000        0.9843      0.000000 
 270000.00000        1.0002      0.085229 
 270000.00000        1.0147      0.073146 
 270000.00000        1.0253      0.041734 
 270000.00000        1.0293      0.000000 
 270300.00000        0.9996      0.061386 
 270300.00000        1.0345      0.053605 
 270300.00000        1.0588      0.030759 
 270300.00000        1.0674      0.000000 
 270600.00000        0.9970      0.021243 
 270600.00000        1.0450      0.020692 
 270600.00000        1.0787      0.012684 
 270600.00000        1.0906      0.000000 
 270900.00000        0.9923      0.026207 
 270900.00000        1.0430      0.018818 
 270900.00000        1.0795      0.009585 
 270900.00000        1.0928      0.000000 
 271200.00000        0.9855      0.070918 
 271200.00000        1.0286      0.056563 
 271200.00000        1.0599      0.031450 
 271200.00000        1.0715      0.000000 
 271500.00000        0.9767      0.104488 
 271500.00000        1.0040      0.084582 
 271500.00000        1.0231      0.047497 
 271500.00000        1.0299      0.000000 
 271800.00000        0.9660      0.120728 
 271800.00000        0.9722      0.097286 
 271800.00000        0.9758      0.054179 
 271800.00000        0.9768      0.000000 
 272100.00000        0.9535      0.116674 
 272100.00000        0.9381      0.092717 
 272100.00000        0.9266      0.051126 
 272100.00000        0.9224      0.000000 
 272400.00000        0.9392      0.094446 
 272400.00000        0.9073      0.072926 
 272400.00000        0.8841      0.039909 
 272400.00000        0.8758      0.000000 
 272700.00000        0.9233      0.061248 
 272700.00000        0.8842      0.043417 
 272700.00000        0.8548      0.022932 
 272700.00000        0.8439      0.000000 
 273000.00000        0.9058      0.026484 
 273000.00000        0.8696      0.011853 
 273000.00000        0.8416      0.004009 
 273000.00000        0.8309      0.000000 
 273300.00000        0.8866      0.001288 
 273300.00000        0.8622      0.013696 
 273300.00000        0.8434      0.011534 
 273300.00000        0.8363      0.000000 
 273600.00000        0.8659      0.015287 
 273600.00000        0.8597      0.026596 
 273600.00000        0.8553      0.018988 
 273600.00000        0.8539      0.000000 
 273900.00000        0.8436      0.010788 
 273900.00000        0.8587      0.023131 
 273900.00000        0.8698      0.016618 
 273900.00000        0.8739      0.000000 
 274200.00000        0.8197      0.013247 
 274200.00000        0.8542      0.003375 
 274200.00000        0.8782      0.005497 
 274200.00000        0.8867      0.000000 
 274500.00000        0.7941      0.052412 
 274500.00000        0.8407      0.028818 
 274500.00000        0.8733      0.012207 
 274500.00000        0.8849      0.000000 
 274800.00000        0.7668      0.097869 
 274800.00000        0.8153      0.066766 
 274800.00000        0.8502      0.033597 
 274800.00000        0.8630      0.000000 
 275100.00000        0.7379      0.139954 
 275100.00000        0.7785      0.102470 
 275100.00000        0.8083      0.054318 
 275100.00000        0.8193      0.000000 
 275400.00000        0.7075      0.170812 
 275400.00000        0.7327      0.128482 
 275400.00000        0.7506      0.069328 
 275400.00000        0.7571      0.000000 
 275700.00000        0.6757      0.184886 
 275700.00000        0.6808      0.139696 
 275700.00000        0.6838      0.075301 
 275700.00000        0.6846      0.000000 
 276000.00000        0.6425      0.179667 
 276000.00000        0.6272      0.134445 
 276000.00000        0.6158      0.071916 
 276000.00000        0.6117      0.000000 
 276300.00000        0.6083      0.157223 
 276300.00000        0.5771      0.114756 
 276300.00000        0.5547      0.060778 
 276300.00000        0.5467      0.000000 
 276600.00000        0.5730      0.124238 
 276600.00000        0.5347      0.085803 
 276600.00000        0.5062      0.044247 
 276600.00000        0.4958      0.000000 
 276900.00000        0.5367      0.089512 
 276900.00000        0.5008      0.054689 
 276900.00000        0.4732      0.025775 
 276900.00000        0.4628      0.000000 
 277200.00000        0.4996      0.061084 
 277200.00000        0.4742      0.028866 
 277200.00000        0.4547      0.010139 
 277200.00000        0.4473      0.000000 
 277500.00000        0.4616      0.045185 
 277500.00000        0.4527      0.014503 
 277500.00000        0.4463      0.001768 
 277500.00000        0.4441      0.000000 
 277800.00000        0.4228      0.046114 
 277800.00000        0.4335      0.015158 
 277800.00000        0.4415      0.002555 
 277800.00000        0.4446      0.000000 
 278100.00000        0.3831      0.065083 
 278100.00000        0.4122      0.031021 
 278100.00000        0.4326      0.011671 
 278100.00000        0.4398      0.000000 
 278400.00000        0.3427      0.098654 
 278400.00000        0.3839      0.058880 
 278400.00000        0.4128      0.027066 
 278400.00000        0.4230      0.000000 
 278700.00000        0.3014      0.139184 
 278700.00000        0.3458      0.092908 
 278700.00000        0.3777      0.046180 
 278700.00000        0.3893      0.000000 
 279000.00000        0.2594      0.177772 
 279000.00000        0.2979      0.125964 
 279000.00000        0.3262      0.065373 
 279000.00000        0.3368      0.000000 
 279300.00000        0.2168      0.206976 
 279300.00000        0.2421      0.151167 
 279300.00000        0.2607      0.080164 
 279300.00000        0.2676      0.000000 
 279600.00000        0.1738      0.221527 
 279600.00000        0.1813      0.163462 
 279600.00000        0.1864      0.087069 
 279600.00000        0.1882      0.000000 
 279900.00000        0.1303      0.218625 
 279900.00000        0.1188      0.160691 
 279900.00000        0.1104      0.085165 
 279900.00000        0.1072      0.000000 
 280200.00000        0.0867      0.199056 
 280200.00000        0.0591      0.143918 
 280200.00000        0.0395      0.075654 
 280200.00000        0.0325      0.000000 
 280500.00000        0.0430      0.167746 
 280500.00000        0.0062      0.117102 
 280500.00000       -0.0204      0.060586 
 280500.00000       -0.0301      0.000000 
 280800.00000       -0.0006      0.132257 
 280800.00000       -0.0381      0.086184 
 280800.00000       -0.0662      0.042673 
 280800.00000       -0.0767      0.000000 
 281100.00000       -0.0441      0.100179 
 281100.00000       -0.0746      0.057804 
 281100.00000       -0.0977      0.025742 
 281100.00000       -0.1064      0.000000 
 281400.00000       -0.0874      0.077573 
 281400.00000       -0.1048      0.037931 
 281400.00000       -0.1176      0.014011 
 281400.00000       -0.1222      0.000000 
 281700.00000       -0.1305      0.068799 
 281700.00000       -0.1311      0.030644 
 281700.00000       -0.1310      0.010191 
 281700.00000       -0.1307      0.000000 
 282000.00000       -0.1734      0.076102 
 282000.00000       -0.1566      0.037318 
 282000.00000       -0.1442      0.014454 
 282000.00000       -0.1397      0.000000 
 282300.00000       -0.2160      0.098335 
 282300.00000       -0.1853      0.056363 
 282300.00000       -0.1636      0.025247 
 282300.00000       -0.1558      0.000000 
 282600.00000       -0.2582      0.130355 
 282600.00000       -0.2206      0.083599 
 282600.00000       -0.1937      0.040475 
 282600.00000       -0.1840      0.000000 
 282900.00000       -0.3001      0.164541 
 282900.00000       -0.2639      0.113188 
 282900.00000       -0.2370      0.057495 
 282900.00000       -0.2271      0.000000 
 283200.00000       -0.3416      0.193490 
 283200.00000       -0.3140      0.138840 
 283200.00000       -0.2930      0.072729 
 283200.00000       -0.2852      0.000000 
 283500.00000       -0.3825      0.211580 
 283500.00000       -0.3688      0.155133 
 283500.00000       -0.3585      0.082446 
 283500.00000       -0.3546      0.000000 
 283800.00000       -0.4227      0.215144 
 283800.00000       -0.4259      0.158659 
 283800.00000       -0.4281      0.084412 
 283800.00000       -0.4290      0.000000 
 284100.00000       -0.4621      0.202889 
 284100.00000       -0.4819      0.148648 
 284100.00000       -0.4959      0.078636 
 284100.00000       -0.5009      0.000000 
 284400.00000       -0.5005      0.176785 
 284400.00000       -0.5332      0.127000 
 284400.00000       -0.5561      0.066584 
 284400.00000       -0.5642      0.000000 
 284700.00000       -0.5379      0.142047 
 284700.00000       -0.5767      0.097848 
 284700.00000       -0.6045      0.050256 
 284700.00000       -0.6146      0.000000 
 285000.00000       -0.5742      0.105509 
 285000.00000       -0.6116      0.066679 
 285000.00000       -0.6392      0.032273 
 285000.00000       -0.6495      0.000000 
 285300.00000       -0.6092      0.073562 
 285300.00000       -0.6389      0.039242 
 285300.00000       -0.6607      0.016132 
 285300.00000       -0.6689      0.000000 
 285600.00000       -0.6431      0.051151 
 285600.00000       -0.6601      0.020444 
 285600.00000       -0.6719      0.005342 
 285600.00000       -0.6761      0.000000 
 285900.00000       -0.6756      0.041713 
 285900.00000       -0.6773      0.013409 
 285900.00000       -0.6774      0.001887 
 285900.00000       -0.6771      0.000000 
 286200.00000       -0.7069      0.046752 
 286200.00000       -0.6932      0.018887 
 286200.00000       -0.6826      0.005601 
 286200.00000       -0.6786      0.000000 
 286500.00000       -0.7369      0.064798 
 286500.00000       -0.7113      0.035128 
 286500.00000       -0.6927      0.014980 
 286500.00000       -0.6860      0.000000 
 286800.00000       -0.7656      0.091051 
 286800.00000       -0.7344      0.058253 
 286800.00000       -0.7116      0.028101 
 286800.00000       -0.7033      0.000000 
 287100.00000       -0.7929      0.118756 
 287100.00000       -0.7635      0.083053 
 287100.00000       -0.7412      0.042582 
 287100.00000       -0.7328      0.000000 
 287400.00000       -0.8188      0.141429 
 287400.00000       -0.7976      0.104005 
 287400.00000       -0.7808      0.055272 
 287400.00000       -0.7744      0.000000 
 287700.00000       -0.8433      0.154149 
 287700.00000       -0.8348      0.116364 
 287700.00000       -0.8278      0.062907 
 287700.00000       -0.8250      0.000000 
 288000.00000       -0.8661      0.153722 
 288000.00000       -0.8730      0.117120 
 288000.00000       -0.8774      0.063480 
 288000.00000       -0.8791      0.000000 
 288300.00000       -0.8874      0.138961 
 288300.00000       -0.9094      0.105531 
 288300.00000       -0.9246      0.056932 
 288300.00000       -0.9301      0.000000 
 288600.00000       -0.9069      0.111438 
 288600.00000       -0.9408      0.083190 
 288600.00000       -0.9644      0.044555 
 288600.00000       -0.9727      0.000000 
 288900.00000       -0.9245      0.075591 
 288900.00000       -0.9646      0.053678 
 288900.00000       -0.9929      0.028163 
 288900.00000       -1.0030      0.000000 
 289200.00000       -0.9403      0.037505 
 289200.00000       -0.9797      0.021868 
 289200.00000       -1.0082      0.010056 
 289200.00000       -1.0186      0.000000 
 289500.00000       -0.9542      0.003124 
 289500.00000       -0.9869      0.007008 
 289500.00000       -1.0105      0.006705 
 289500.00000       -1.0192      0.000000 
 289800.00000       -0.9663      0.022812 
 289800.00000       -0.9875      0.028314 
 289800.00000       -1.0021      0.018862 
 289800.00000       -1.0072      0.000000 
 290100.00000       -0.9764      0.036927 
 290100.00000       -0.9834      0.038868 
 290100.00000       -0.9869      0.024278 
 290100.00000       -0.9878      0.000000 
 290400.00000       -0.9847      0.037446 
 290400.00000       -0.9768      0.037536 
 290400.00000       -0.9699      0.022738 
 290400.00000       -0.9671      0.000000 
 290700.00000       -0.9911      0.025041 
 290700.00000       -0.9710      0.025468 
 290700.00000       -0.9559      0.015469 
 290700.00000       -0.9503      0.000000 
 291000.00000       -0.9958      0.003465 
 291000.00000       -0.9688      0.005866 
 291000.00000       -0.9488      0.004227 
